WikidataID,WikidataFiestaURI,FiestaLabel,Location,WikidataLocation
Q23657239,http://www.wikidata.org/entity/Q23657239,Encierros de Ampuero,Ampuero,http://www.wikidata.org/entity/Q1391463
Q23657243,http://www.wikidata.org/entity/Q23657243,Fiesta de la Virgen de Valencia,Vioño de Piélagos,http://www.wikidata.org/entity/Q6163317
Q23657244,http://www.wikidata.org/entity/Q23657244,Fiesta de la Virgen de la Luz,Cabezón de Liébana,http://www.wikidata.org/entity/Q1606045
Q23657246,http://www.wikidata.org/entity/Q23657246,Carrera de caballos de Molledo,Molledo,http://www.wikidata.org/entity/Q1637435
Q23657249,http://www.wikidata.org/entity/Q23657249,La Gran Marmitada,Santoña,http://www.wikidata.org/entity/Q1442470
Q23657252,http://www.wikidata.org/entity/Q23657252,Fiesta de la Cruz,Potes,http://www.wikidata.org/entity/Q919035
Q23657256,http://www.wikidata.org/entity/Q23657256,La Bien Aparecida,Ampuero,http://www.wikidata.org/entity/Q1391463
Q23657262,http://www.wikidata.org/entity/Q23657262,Fiesta de San Cipriano,San Miguel,http://www.wikidata.org/entity/Q5658506
Q23657265,http://www.wikidata.org/entity/Q23657265,Desfile de Carrozas,Reinosa,http://www.wikidata.org/entity/Q671326
Q23657266,http://www.wikidata.org/entity/Q23657266,Desembarco de Carlos V,Laredo,http://www.wikidata.org/entity/Q828955
Q23657267,http://www.wikidata.org/entity/Q23657267,Último viaje de Carlos V,El Prado,http://www.wikidata.org/entity/Q2841223
Q23657269,http://www.wikidata.org/entity/Q23657269,Olimpiada Tudanca,Cabezón de la Sal,http://www.wikidata.org/entity/Q593831
Q23657271,http://www.wikidata.org/entity/Q23657271,Fiesta de San Andrés,Castro Urdiales,http://www.wikidata.org/entity/Q501090
Q23657272,http://www.wikidata.org/entity/Q23657272,Feria de la Alubia y la Hortaliza,Casar de Periedo,http://www.wikidata.org/entity/Q5755753
